,Unnamed: 0,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
<<<<<<< HEAD
753,753,Château de la Chaize 2019  Côte de Brouilly,$20 ,13.0,750,1,Beaujolais,Gamay,Château de la Chaize,91.0,2019.0
754,754,Château les Petits Arnauds 2020 Excellence  (Blaye Côtes de Bordeaux),$17 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château les Petits Arnauds,91.0,2020.0
755,755,Filodivino 2020 Matto  (Verdicchio dei Castelli di Jesi),$25 ,13.0,750,2,Central Italy,"Verdicchio, Italian White",Filodivino,91.0,2020.0
756,756,Neirano 2021 D'Altieri  (Moscato d'Asti),$16 ,5.0,750,2,Piedmont,"Moscato, Muscat",Neirano,91.0,2021.0
757,757,Ammunition 2020 Cabernet Sauvignon (Sonoma County),$25 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Ammunition,91.0,2020.0
758,758,Francis Ford Coppola 2019 Director's Cut Cabernet Sauvignon (Alexander Valley),$32 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Francis Ford Coppola,91.0,2019.0
759,759,Gary Farrell 2019 Martaella Vineyard Chardonnay (Russian River Valley),$60 ,13.0,750,2,Sonoma,Chardonnay,Gary Farrell,91.0,2019.0
760,760,Hendry 2019 Pinot Noir (Napa Valley),$38 ,14.0,750,1,Napa,Pinot Noir,Hendry,91.0,2019.0
761,761,Mason Cellars 2021 Chardonnay (Napa Valley),$30 ,14.0,750,2,Napa,Chardonnay,Mason Cellars,91.0,2021.0
763,763,Thacher 2019 Syrah (Central Coast),$40 ,14.0,750,1,Central Coast,Syrah,Thacher,91.0,2019.0
764,764,SeaGlass 2021 Chardonnay (Central Coast),$12 ,13.0,750,2,Central Coast,Chardonnay,SeaGlass,91.0,2021.0
765,765,Sparkman 2021 Pearl Sauvignon Blanc (Columbia Valley (WA)),$25 ,13.0,750,2,Columbia Valley,Sauvignon Blanc,Sparkman,91.0,2021.0
766,766,Arinzano 2019 Hacienda Blanco Chardonnay (Navarra),$17 ,15.0,750,2,Northern Spain,Chardonnay,Arinzano,91.0,2019.0
767,767,Astrolabe 2020 Wrekin Vineyard Chenin Blanc (Marlborough),$25 ,13.0,750,2,New Zealand,Chenin Blanc,Astrolabe,91.0,2020.0
768,768,Canvasback 2019 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),$74 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Canvasback,91.0,2019.0
769,769,Château Grivière 2020 Cru Bourgeois  (Médoc),$25 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Grivière,91.0,2020.0
770,770,Chivite 2021 Finca Legardeta Chardonnay (Navarra),$20 ,14.0,750,2,Northern Spain,Chardonnay,Chivite,91.0,2021.0
772,772,Rectoral do Umia 2021 Pedra da Auga Albariño (Rías Baixas),$18 ,12.0,750,2,Galicia,Albariño,Rectoral do Umia,91.0,2021.0
773,773,Ron Noble 2020 Family Blend Pinot Noir (Petaluma Gap),$48 ,14.0,750,1,Sonoma,Pinot Noir,Ron Noble,91.0,2020.0
774,774,Sea Slopes–Fort Ross Winery 2020 Chardonnay (Sonoma Coast),$30 ,13.0,750,2,Sonoma,Chardonnay,Sea Slopes–Fort Ross Winery,91.0,2020.0
776,776,Terre Rouge 2019 Sentinel Oak Vineyard Pyramid Block Syrah (Shenandoah Valley (CA)),$48 ,14.0,750,1,Sierra Foothills,Syrah,Terre Rouge,91.0,2019.0
777,777,Testarossa 2019 Graham Family Vineyard Pinot Noir (Russian River Valley),$74 ,14.0,750,1,Sonoma,Pinot Noir,Testarossa,91.0,2019.0
778,778,Château Jacques Noir 2020 Réserve de Famille  (Saint-Émilion),$80 ,15.0,750,1,Bordeaux,Merlot,Château Jacques Noir,91.0,2020.0
779,779,Corte Adami 2018  Amarone della Valpolicella,$47 ,15.0,750,1,Veneto,"Red Blends, Red Blends",Corte Adami,91.0,2018.0
780,780,Handley 2021 Estate Gewürztraminer (California),$28 ,13.0,750,2,California Other,Gewürztraminer,Handley,91.0,2021.0
782,782,Lone Madrone 2017 The Dodd Red (Adelaida District),$60 ,14.0,750,1,Central Coast,"Red Blends, Red Blends",Lone Madrone,91.0,2017.0
783,783,Macario Montoya 2020 Del Barba Vineyard Mourvèdre (Contra Costa County),$34 ,15.0,750,1,Central Coast,Mourvèdre,Macario Montoya,91.0,2020.0
784,784,Madson 2021 Pinot Noir (Santa Cruz Mountains),$36 ,12.0,750,1,Central Coast,Pinot Noir,Madson,91.0,2021.0
785,785,Northstar 2018 Cabernet Sauvignon (Columbia Valley (WA)),$45 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Northstar,91.0,2018.0
786,786,Pali Wine Co. 2018 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),$79 ,14.0,750,1,Central Coast,Pinot Noir,Pali Wine Co.,91.0,2018.0
787,787,Terra d'Oro 2020 Deaver Vineyard Zinfandel (Amador County),$40 ,15.0,750,1,Sierra Foothills,Zinfandel,Terra d'Oro,91.0,2020.0
788,788,Walt 2020 Brown Ranch Pinot Noir (Carneros),$85 ,14.0,750,1,Napa-Sonoma,Pinot Noir,Walt,91.0,2020.0
790,790,Balletto 2021 Teresa's Unoaked Chardonnay (Russian River Valley),$22 ,13.0,750,2,Sonoma,Chardonnay,Balletto,91.0,2021.0
791,791,Domaine de la Pirolette 2020  Saint-Amour,$24 ,14.0,750,1,Beaujolais,Gamay,Domaine de la Pirolette,91.0,2020.0
792,792,Koehler 2020 Cabernet Sauvignon (Santa Ynez Valley),$40 ,13.0,750,1,Central Coast,Cabernet Sauvignon,Koehler,91.0,2020.0
793,793,Mt. Beautiful 2018 Pinot Gris (North Canterbury),$20 ,14.0,750,2,New Zealand,Pinot Gris,Mt. Beautiful,91.0,2018.0
794,794,Pardon et Fils 2020 Domaine Pardon Cuvée Hugo  (Fleurie),$25 ,13.0,750,1,Beaujolais,Gamay,Pardon et Fils,91.0,2020.0
795,795,Rusack 2018 Vogelzang Vineyard Cabernet Sauvignon (Happy Canyon of Santa Barbara),$68 ,13.0,750,1,Central Coast,Cabernet Sauvignon,Rusack,91.0,2018.0
796,796,Squawking Magpie 2020 The Chatterer Syrah (Hawke's Bay),$31 ,13.0,750,1,New Zealand,Syrah,Squawking Magpie,91.0,2020.0
797,797,Stolpman 2021 Crunchy Rôastie Syrah (Ballard Canyon),$24 ,12.0,750,1,Central Coast,Syrah,Stolpman,91.0,2021.0
799,799,Château Bourdieu 2020 No. 1  (Blaye Côtes de Bordeaux),$25 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Bourdieu,91.0,2020.0
800,800,Domaine Filliatreau 2020 Château Fouquet  (Saumur),$23 ,13.0,750,1,Loire Valley,Cabernet Franc,Domaine Filliatreau,91.0,2020.0
801,801,Koehler 2020 Rebel Syrah-Cabernet Sauvignon (Santa Ynez Valley),$55 ,13.0,750,1,Central Coast,"Syrah-Cabernet Sauvignon, Red Blends",Koehler,91.0,2020.0
802,802,Muscardini 2018 Rancho Salina Red (Moon Mountain District Sonoma County),$68 ,14.0,750,1,Sonoma,"Red Blends, Red Blends",Muscardini,91.0,2018.0
803,803,Portalupi 2020 Shake Ridge Ranch Barbera (Amador County),$48 ,14.0,750,1,Sierra Foothills,Barbera,Portalupi,91.0,2020.0
806,806,Stolpman 2021 Uni White (Ballard Canyon),$30 ,13.0,750,2,Central Coast,White Blend,Stolpman,91.0,2021.0
807,807,Allegrini 2021 Valpolicella  (Valpolicella Classico),$20 ,13.0,750,1,Veneto,"Red Blends, Red Blends",Allegrini,91.0,2021.0
808,808,Ferrari-Carano 2021 Chardonnay (Sonoma County),$25 ,14.0,750,2,Sonoma,Chardonnay,Ferrari-Carano,91.0,2021.0
809,809,Château de Lyde 2020  Cadillac Côtes de Bordeaux,$17 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château de Lyde,91.0,2020.0
810,810,Clos Sainte Anne 2020  Cadillac Côtes de Bordeaux,$25 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Clos Sainte Anne,91.0,2020.0
811,811,TerraNoble 2018 Costa CA2 Carmenere (Colchagua Valley),$30 ,14.0,750,1,Chile,"Carmenère, Carmenère",TerraNoble,91.0,2018.0
812,812,Tornatore 2021 Bianco  (Etna),$35 ,12.0,750,2,Sicily & Sardinia,"Carricante, Italian White",Tornatore,91.0,2021.0
813,813,Walla Walla Vintners 2019 Cut Bank Estate Vineyard Red (Walla Walla Valley (WA)),$45 ,14.0,750,1,Columbia Valley,"Red Blends, Red Blends",Walla Walla Vintners,91.0,2019.0
815,815,Airfield Estates 2020 Dauntless Red (Yakima Valley),$20 ,14.0,750,1,Columbia Valley,Bordeaux-style Red Blend,Airfield Estates,91.0,2020.0
816,816,Alvides 2019 Finca Las Juanillas Crianza  (Ribera del Duero),$45 ,14.0,750,1,Northern Spain,Tempranillo,Alvides,91.0,2019.0
817,817,Bodegas Olarra 2019 Otoñal Crianza  (Rioja),$25 ,13.0,750,1,Northern Spain,Tempranillo,Bodegas Olarra,91.0,2019.0
818,818,Castoro Cellars 2020 Reserve Barbera (Paso Robles),$30 ,14.0,750,1,Central Coast,Barbera,Castoro Cellars,91.0,2020.0
819,819,Château Lousteauneuf 2020 Cru Bourgeois  (Médoc),$29 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Lousteauneuf,91.0,2020.0
822,822,Domaine Charles Baur 2018 Sylvaner (Alsace),$17 ,13.0,750,2,Alsace,"Sylvaner, Other White",Domaine Charles Baur,91.0,2018.0
823,823,Domaine Specht 2019 Pinot Blanc (Alsace),$19 ,12.0,750,2,Alsace,Pinot Blanc,Domaine Specht,91.0,2019.0
824,824,Domaines Schlumberger 2019 Spiegel Grand Cru Pinot Gris (Alsace),$34 ,13.0,750,2,Alsace,Pinot Gris,Domaines Schlumberger,91.0,2019.0
825,825,Guarachi Family 2019 G Meadowrock Estate Cabernet Sauvignon (Atlas Peak),$75 ,14.0,750,1,Napa,Cabernet Sauvignon,Guarachi Family,91.0,2019.0
826,826,Megan & Ryan Glaab 2021 Verse Megan & Ryan Glaab Frates Vineyard Pinot Noir (Petaluma Gap),$42 ,12.0,750,1,Sonoma,Pinot Noir,Megan & Ryan Glaab,91.0,2021.0
827,827,Nine Hats 2020 Red (Columbia Valley (WA)),$20 ,14.0,750,1,Columbia Valley,"Red Blends, Red Blends",Nine Hats,91.0,2020.0
828,828,Pago de los Capellanes 2019 Joven Roble  (Ribera del Duero),$20 ,15.0,750,1,Northern Spain,Tempranillo,Pago de los Capellanes,91.0,2019.0
829,829,Sparkman 2019 Evermore Old Vines Cabernet Sauvignon (Columbia Valley (WA)),$110 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Sparkman,91.0,2019.0
830,830,Vitesse 2018 Cabernet Sauvignon (Napa Valley),$65 ,14.0,750,1,Napa,Cabernet Sauvignon,Vitesse,91.0,2018.0
831,831,Zabdi Wines 2020 Banastero Fermentado En Barrica  (Toro),$18 ,14.0,750,1,Northern Spain,"Tinta de Toro, Tempranillo",Zabdi Wines,91.0,2020.0
832,832,Château Crusquet Sabourin 2020 Charmille de Crusque Sabourin  (Blaye Côtes de Bordeaux),$25 ,14.0,750,1,Bordeaux,Merlot,Château Crusquet Sabourin,91.0,2020.0
834,834,Bouchaine 2019 Hyde Vineyard Chardonnay (Carneros-Napa Valley),$70 ,14.0,750,2,Napa,Chardonnay,Bouchaine,91.0,2019.0
835,835,Caddis 2018 Cabernet Sauvignon (Livermore Valley),$55 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Caddis,91.0,2018.0
837,837,Epiphany 2019 Syrah-Cabernet Sauvignon (Santa Barbara County),$40 ,14.0,750,1,Central Coast,"Syrah-Cabernet Sauvignon, Red Blends",Epiphany,91.0,2019.0
838,838,Karen Birmingham 2020 Reserve Barbera (Lodi),$32 ,14.0,750,1,Central Valley,Barbera,Karen Birmingham,91.0,2020.0
840,840,Marco Lucchesi 2019 Tierra Alta Vineyards Tempranillo (Ballard Canyon),$75 ,14.0,750,1,Central Coast,Tempranillo,Marco Lucchesi,91.0,2019.0
841,841,Riverbench 2020 Clone 115 Pinot Noir (Santa Maria Valley),$48 ,12.0,750,1,Central Coast,Pinot Noir,Riverbench,91.0,2020.0
842,842,Robert Hall 2020 Cavern Select G-S-M (Paso Robles),$50 ,15.0,750,1,Central Coast,"G-S-M, Rhône-style Red Blend",Robert Hall,91.0,2020.0
843,843,Rusack 2018 Estate Syrah (Ballard Canyon),$36 ,14.0,750,1,Central Coast,Syrah,Rusack,91.0,2018.0
844,844,Saracina 2020 Valley Foothills Chardonnay (Anderson Valley),$38 ,13.0,750,2,Mendocino County,Chardonnay,Saracina,91.0,2020.0
845,845,Super Real Wines 2021 Unfiltered Natural Carbonic Syrah (Ballard Canyon),$28 ,11.0,750,1,Central Coast,Syrah,Super Real Wines,91.0,2021.0
846,846,Trig Point 2020 Diamond Dust Vineyard Cabernet Sauvignon (Alexander Valley),$28 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Trig Point,91.0,2020.0
847,847,Davies Vineyard 2019 Cabernet Sauvignon (St. Helena),$95 ,14.0,750,1,Napa,Cabernet Sauvignon,Davies Vineyard,91.0,2019.0
848,848,Domaine de la Bonne Tonne 2020 Côte du Py  (Morgon),$45 ,14.0,750,1,Beaujolais,Gamay,Domaine de la Bonne Tonne,91.0,2020.0
849,849,Domaine des Fonds 2020  Fleurie,$22 ,13.0,750,1,Beaujolais,Gamay,Domaine des Fonds,91.0,2020.0
850,850,Domaine Pauline Passot 2020 Chavagnon Quincié  (Beaujolais),$32 ,14.0,750,1,Beaujolais,Gamay,Domaine Pauline Passot,91.0,2020.0
851,851,Filodivino 2021 Serra46  (Verdicchio dei Castelli di Jesi),$19 ,13.0,750,2,Central Italy,"Verdicchio, Italian White",Filodivino,91.0,2021.0
853,853,Hall 2018 Eighteen Seventy-Three Cabernet Sauvignon (Napa Valley),$50 ,15.0,750,1,Napa,Cabernet Sauvignon,Hall,91.0,2018.0
855,855,Marco Lucchesi 2019 L'Attesa Terry Evans Vineyard Sangiovese (Santa Ynez Valley),$85 ,14.0,750,1,Central Coast,Sangiovese,Marco Lucchesi,91.0,2019.0
856,856,Patent 2021 Miller Ranch Sauvignon Blanc (Yountville),$33 ,14.0,750,2,Napa,Sauvignon Blanc,Patent,91.0,2021.0
858,858,Ridge 2019 Monte Bello Chardonnay (Santa Cruz Mountains),$85 ,14.0,750,2,Central Coast,Chardonnay,Ridge,91.0,2019.0
859,859,Saint K 2021 Yokai Pinot Noir (Santa Barbara County),$60 ,13.0,750,1,Central Coast,Pinot Noir,Saint K,91.0,2021.0
860,860,Tolosa 2019 Heritage Pinot Noir (Edna Valley),$35 ,14.0,750,1,Central Coast,Pinot Noir,Tolosa,91.0,2019.0
861,861,Château Bonnange 2020 Blaye Côtes de Bordeaux  (Blaye Côtes de Bordeaux),$30 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Bonnange,91.0,2020.0
862,862,Château Haut Prieur 2020 Merlot-Malbec  (Blaye Côtes de Bordeaux),$30 ,15.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Haut Prieur,91.0,2020.0
863,863,De Loach 2019 Maboroshi Vineyard Sebastopol Hills Pinot Noir (Russian River Valley),$60 ,13.0,750,1,Sonoma,Pinot Noir,De Loach,91.0,2019.0
864,864,Domaine Filliatreau 2020 La Grande Vignolle  (Saumur-Champigny),$22 ,14.0,750,1,Loire Valley,Cabernet Franc,Domaine Filliatreau,91.0,2020.0
865,865,Los Vascos 2018 Le Dix Red (Colchagua Valley),$72 ,14.0,750,1,Chile,"Red Blends, Red Blends",Los Vascos,91.0,2018.0
866,866,Vignobles Gabriel and Co. 2020  Blaye Côtes de Bordeaux,$14 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Vignobles Gabriel and Co.,91.0,2020.0
867,867,William Hill Estate 2019 Benchmark Cabernet Sauvignon (Napa Valley),$150 ,15.0,750,1,Napa,Cabernet Sauvignon,William Hill Estate,91.0,2019.0
868,868,Clos Fontaine 2020 Premier Vin  (Francs Côtes de Bordeaux),$20 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Clos Fontaine,91.0,2020.0
870,870,Napa Cellars 2021 Chardonnay (Napa County),$20 ,14.0,750,2,Napa,Chardonnay,Napa Cellars,91.0,2021.0
871,871,Sequum 2019 Kidd Ranch Zinfandel (Napa Valley),$40 ,14.0,750,1,Napa,Zinfandel,Sequum,91.0,2019.0
872,872,Alta Cellars 2021 Native River Vineyard Albariño (Columbia Valley (WA)),$30 ,13.0,750,2,Columbia Valley,Albariño,Alta Cellars,91.0,2021.0
873,873,Matetic 2017 EQ Granite Pinot Noir (Casablanca Valley),$40 ,14.0,750,1,Chile,Pinot Noir,Matetic,91.0,2017.0
874,874,Undurraga 2020 Founder's Collection Carménère (Colchagua Valley),$40 ,14.0,750,1,Chile,"Carmenère, Carmenère",Undurraga,91.0,2020.0
875,875,Undurraga 2020 T.H. Terroir Hunter Peumo Carménère (Cachapoal Valley),$40 ,14.0,750,1,Chile,"Carmenère, Carmenère",Undurraga,91.0,2020.0
876,876,Loveblock 2021 Sauvignon Blanc (Marlborough),$28 ,13.0,750,2,New Zealand,Sauvignon Blanc,Loveblock,91.0,2021.0
877,877,Papapietro Perry 2019 Pinot Noir (Russian River Valley),$61 ,13.0,750,1,Sonoma,Pinot Noir,Papapietro Perry,91.0,2019.0
878,878,Savvy 2016 The Darling Pinot Noir (Marlborough),$32 ,13.0,750,1,New Zealand,Pinot Noir,Savvy,91.0,2016.0
879,879,Altos de Valdoso 2020 Roble  (Ribera del Duero),$20 ,14.0,750,1,Northern Spain,"Tinto del Pais, Tempranillo",Altos de Valdoso,91.0,2020.0
880,880,Aperture 2019 Cabernet Sauvignon (Sonoma County),$70 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Aperture,91.0,2019.0
881,881,Bodegas Hidalgo La Gitana 2018 Gold Reserva  (Rioja),$50 ,14.0,750,1,Northern Spain,Tempranillo,Bodegas Hidalgo La Gitana,91.0,2018.0
882,882,Domaine du Haut Bourg 2015 Signature du Haut Bourg  (Muscadet Côtes de Grandlieu),$22 ,12.0,750,2,Loire Valley,"Melon, Other White",Domaine du Haut Bourg,91.0,2015.0
883,883,El Lugar 2020 Pinot Noir (Central Coast),$48 ,14.0,750,1,Central Coast,Pinot Noir,El Lugar,91.0,2020.0
884,884,Ferrari-Carano 2019 Merlot (Sonoma County),$32 ,14.0,750,1,Sonoma,Merlot,Ferrari-Carano,91.0,2019.0
885,885,Marqués del Silvo 2018 Crianza  (Rioja),$23 ,13.0,750,1,Northern Spain,"Tempranillo Blend, Tempranillo",Marqués del Silvo,91.0,2018.0
886,886,Montebuena 2019 Cuvée KPF  (Rioja),$14 ,14.0,750,1,Northern Spain,Tempranillo,Montebuena,91.0,2019.0
887,887,Papapietro Perry 2019 Pommard Clones Pinot Noir (Russian River Valley),$82 ,13.0,750,1,Sonoma,Pinot Noir,Papapietro Perry,91.0,2019.0
888,888,Table Eleven 2019 Thompson Vineyard Syrah (Alisos Canyon),$45 ,14.0,750,1,Central Coast,Syrah,Table Eleven,91.0,2019.0
889,889,Grifalco 2017 Damaschito  (Aglianico del Vulture Superiore),$43 ,14.0,750,1,Southern Italy,"Aglianico, Italian Red",Grifalco,91.0,2017.0
890,890,Le Casque 2019 Petite Sirah (Sierra Foothills),$34 ,15.0,750,1,Sierra Foothills,Petite Sirah,Le Casque,91.0,2019.0
891,891,Valle Secreto 2017 Private Cabernet Sauvignon (Cachapoal Valley),$30 ,14.0,750,1,Chile,Cabernet Sauvignon,Valle Secreto,91.0,2017.0
892,892,Madson 2021 Toyon Vineyard Pinot Noir (Santa Cruz Mountains),$60 ,12.0,750,1,Central Coast,Pinot Noir,Madson,91.0,2021.0
893,893,Meeker 2020 Hollyhock Vineyard Grenache (Templeton Gap District),$48 ,14.0,750,1,Central Coast,Grenache,Meeker,91.0,2020.0
894,894,Migration 2020 Dutton Ranch Jewell Vineyard Chardonnay (Russian River Valley),$58 ,13.0,750,2,Sonoma,Chardonnay,Migration,91.0,2020.0
895,895,Olivia Brion 2019 Mon Amour Interdit Shake Ridge Ranch Grenache (Amador County),$36 ,13.0,750,1,Sierra Foothills,Grenache,Olivia Brion,91.0,2019.0
896,896,Saracina 2019 Skid Row Malbec (Mendocino County),$30 ,14.0,750,1,Mendocino County,Malbec,Saracina,91.0,2019.0
897,897,Sierra Starr 2021 Solstice Sauvignon Blanc (Sierra Foothills),$21 ,13.0,750,2,Sierra Foothills,Sauvignon Blanc,Sierra Starr,91.0,2021.0
898,898,Stolpman 2021 Love You Bunches Skin Contact White (Santa Barbara County),$18 ,12.0,750,2,Central Coast,White Blend,Stolpman,91.0,2021.0
899,899,Sunstone 2020 Rapsodie Red (Santa Ynez Valley),$70 ,14.0,750,1,Central Coast,Rhône-style Red Blend,Sunstone,91.0,2020.0
900,900,Synne 2020 The Day After Yesterday/Aria Vineyard Merlot (Walla Walla Valley (WA)),$49 ,14.0,750,1,Columbia Valley,Merlot,Synne,91.0,2020.0
901,901,Baca 2020 Double Dutch Dusi Vineyard Zinfandel (Paso Robles),$35 ,14.0,750,1,Central Coast,Zinfandel,Baca,91.0,2020.0
903,903,Bouchaine 2019 Estate Pinot Noir (Carneros-Napa Valley),$40 ,14.0,750,1,Napa,Pinot Noir,Bouchaine,91.0,2019.0
904,904,Acre 2019 Merlot (Napa Valley),$38 ,14.0,750,1,Napa,Merlot,Acre,91.0,2019.0
905,905,Bernardus 2021 Soberanes Vineyard Chardonnay (Santa Lucia Highlands),$50 ,14.0,750,2,Central Coast,Chardonnay,Bernardus,91.0,2021.0
906,906,Columbia Crest 2019 Reserve Heart of the Hill Cabernet Sauvignon (Red Mountain),$45 ,14.0,750,1,Columbia Valley,Cabernet Sauvignon,Columbia Crest,91.0,2019.0
907,907,Domaine de Bel-Air 2020 Jean-Marc Lafont Les Granits Roses  (Fleurie),$32 ,13.0,750,1,Beaujolais,Gamay,Domaine de Bel-Air,91.0,2020.0
908,908,Domaine de Leyre-Loup 2019 Morgon Domaine  (Morgon),$21 ,13.0,750,1,Beaujolais,Gamay,Domaine de Leyre-Loup,91.0,2019.0
909,909,Rusack 2020 Pinot Noir (Santa Barbara County),$34 ,13.0,750,1,Central Coast,Pinot Noir,Rusack,91.0,2020.0
910,910,Sophie et Guillaume Joncy 2020 Les Roches  (Chiroubles),$31 ,13.0,750,1,Beaujolais,Gamay,Sophie et Guillaume Joncy,91.0,2020.0
911,911,Castoro Cellars 2021 Dos Vinas Vineyard Reserve Viognier (Paso Robles),$30 ,13.0,750,2,Central Coast,Viognier,Castoro Cellars,91.0,2021.0
912,912,Château de Belcier 2020 Le Pin de Belcier  (Castillon Côtes de Bordeaux),$40 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château de Belcier,91.0,2020.0
913,913,Goldschmidt 2021 Katherine Goldschmidt Stonemason Hill Cabernet Sauvignon (Alexander Valley),$25 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Goldschmidt,91.0,2021.0
914,914,Koehler 2020 Magia Nera Red (Santa Ynez Valley),$45 ,13.0,750,1,Central Coast,"Red Blends, Red Blends",Koehler,91.0,2020.0
915,915,Stolpman 2019 Roussanne (Ballard Canyon),$30 ,13.0,750,2,Central Coast,Roussanne,Stolpman,91.0,2019.0
918,918,Château Haut Sociondo 2020  Blaye Côtes de Bordeaux,$20 ,13.0,750,1,Bordeaux,Merlot,Château Haut Sociondo,91.0,2020.0
919,919,Davies 2019 Simpkins Vineyard Cabernet Sauvignon (Coombsville),$115 ,15.0,750,1,Napa,Cabernet Sauvignon,Davies,91.0,2019.0
920,920,Raymond 2019 District Collection Cabernet Sauvignon (Stags Leap District),$110 ,14.0,750,1,Napa,Cabernet Sauvignon,Raymond,91.0,2019.0
921,921,Rusack 2020 Estate Sauvignon Blanc (Ballard Canyon),$26 ,13.0,750,2,Central Coast,Sauvignon Blanc,Rusack,91.0,2020.0
922,922,Stolpman 2020 La Croce Red (Ballard Canyon),$66 ,14.0,750,1,Central Coast,"Syrah - Sangiovese, Red Blends",Stolpman,91.0,2020.0
923,923,Talisman 2017 Starscape Pinot Noir (Russian River Valley),$60 ,14.0,750,1,Sonoma,Pinot Noir,Talisman,91.0,2017.0
925,925,Comartin 2019 Porterhouse Blackridge Vineyard Cabernet Sauvignon (Santa Cruz Mountains),$70 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Comartin,91.0,2019.0
927,927,Peirano 2020 Sea Enchantress The Artist Series Red (Lodi),$15 ,14.0,750,1,Central Valley,"Red Blends, Red Blends",Peirano,91.0,2020.0
929,929,Terra d'Oro 2020 Zinfandel (Amador County),$18 ,14.0,750,1,Sierra Foothills,Zinfandel,Terra d'Oro,91.0,2020.0
930,930,Bodegas Olarra 2019 Añares Crianza  (Rioja),$17 ,13.0,750,1,Northern Spain,Tempranillo,Bodegas Olarra,91.0,2019.0
931,931,CVNE 2021 Monopole Blanco Seco Viura (Rioja),$16 ,13.0,750,2,Northern Spain,"Viura, Spanish White",CVNE,91.0,2021.0
932,932,Domaine Haute Févrié 2020 Le Fils des Gras Moutons Sur Lie  (Muscadet Sèvre et Maine),$18 ,12.0,750,2,Loire Valley,"Melon, Other White",Domaine Haute Févrié,91.0,2020.0
933,933,Domaine Pichot 2020 Le Marigny  (Vouvray),$54 ,12.0,750,2,Loire Valley,Chenin Blanc,Domaine Pichot,91.0,2020.0
935,935,Hoi Polloi 2018 Blue Velvet Larner Vineyard Syrah (Ballard Canyon),$54 ,14.0,750,1,Central Coast,Syrah,Hoi Polloi,91.0,2018.0
936,936,Lagana 2019 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),$40 ,14.0,750,1,Columbia Valley,Pinot Noir,Lagana,91.0,2019.0
937,937,Mt. Brave 2019 Malbec (Mount Veeder),$95 ,14.0,750,1,Napa,Malbec,Mt. Brave,91.0,2019.0
938,938,:Nota Bene 2017 Cabernet Franc (Yakima Valley),$25 ,14.0,750,1,Columbia Valley,Cabernet Franc,:Nota Bene,91.0,2017.0
939,939,Philippe Sohler 2019 Zellberg Sylvaner (Alsace),$28 ,14.0,750,2,Alsace,"Sylvaner, Other White",Philippe Sohler,91.0,2019.0
940,940,Sparkman 2019 Outlaw Merlot (Columbia Valley (WA)),$55 ,14.0,750,1,Columbia Valley,Merlot,Sparkman,91.0,2019.0
941,941,Terre Rouge 2019 DTR Ranch Syrah (Fiddletown),$48 ,14.0,750,1,Sierra Foothills,Syrah,Terre Rouge,91.0,2019.0
942,942,Viña Costeira 2021 Tamborá Godello (Ribeiro),$32 ,12.0,750,2,Galicia,"Godello, Spanish White",Viña Costeira,91.0,2021.0
943,943,CheckMate 2019 Attack Chardonnay (Okanagan Valley),$95 ,13.0,750,2,British Columbia,Chardonnay,CheckMate,91.0,2019.0
944,944,Ashley Holland 2021 Chenin Blanc (Yakima Valley),$19 ,12.0,750,2,Columbia Valley,Chenin Blanc,Ashley Holland,91.0,2021.0
