,Unnamed: 0,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
<<<<<<< HEAD
2394,2394,Mahoney 2020 Gavin Vineyard Estate Grown Chardonnay (Carneros),$26 ,13.0,750,2,Napa-Sonoma,Chardonnay,Mahoney,92.0,2020.0
2395,2395,Manz 2016 Contador de Estórias Reserva Red (Península de Setúbal),$40 ,14.0,750,1,Portugal,Portuguese Red,Manz,92.0,2016.0
2396,2396,Midnight 2019 Zenith Red (Paso Robles Willow Creek District),$80 ,15.0,750,1,Central Coast,Bordeaux-style Red Blend,Midnight,92.0,2019.0
2398,2398,Patent 2020 Cabernet Sauvignon (Oak Knoll District),$68 ,14.0,750,1,Napa,Cabernet Sauvignon,Patent,92.0,2020.0
2399,2399,Penfolds 2019 Bin 600 Cabernet Sauvignon-Shiraz (California),$50 ,14.0,750,1,California Other,"Cabernet Sauvignon-Shiraz, Red Blends",Penfolds,92.0,2019.0
2400,2400,Provam 2019 Vinha Antiga Alvarinho (Vinho Verde),$18 ,13.0,750,2,Portugal,"Alvarinho, Albariño",Provam,92.0,2019.0
2401,2401,Quinta das Bandeiras 2018 Passagem by La Rosa Reserva Red (Douro),$21 ,14.0,750,1,Portugal,Portuguese Red,Quinta das Bandeiras,92.0,2018.0
2402,2402,Anselmo Mendes 2021 Passaros Alvarinho Loureiro White (Vinho Verde),$15 ,12.0,750,2,Portugal,Portuguese White,Anselmo Mendes,92.0,2021.0
2403,2403,Armida 2019 Block 8 Stuhlmuller Vineyard Cabernet Sauvignon (Alexander Valley),$75 ,14.0,750,1,Sonoma,Cabernet Sauvignon,Armida,92.0,2019.0
2405,2405,Babcock 2020 Love Among the Ruins Grenache (Santa Barbara County),$35 ,13.0,750,1,Central Coast,Grenache,Babcock,92.0,2020.0
2407,2407,Casa Relvas 2020 Herdade de São Miguel Escolha dos Enólogos Red (Alentejano),$25 ,14.0,750,1,Portugal,Portuguese Red,Casa Relvas,92.0,2020.0
2408,2408,Castello di Amorosa 2017 Cabernet Sauvignon (Napa Valley),$62 ,14.0,750,1,Napa,Cabernet Sauvignon,Castello di Amorosa,92.0,2017.0
2409,2409,Château Haut la Grenière 2019  Lussac Saint-Émilion,$25 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Haut la Grenière,92.0,2019.0
2410,2410,Château Landat 2020 Cru Bourgeois  (Haut-Médoc),$25 ,13.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Landat,92.0,2020.0
2411,2411,Château Vieux Maillet 2019  Pomerol,$100 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Vieux Maillet,92.0,2019.0
2412,2412,Crū 2019 Sarmento Vineyard Pinot Noir (Santa Lucia Highlands),$35 ,13.0,750,1,Central Coast,Pinot Noir,Crū,92.0,2019.0
2413,2413,Quinta Nova de Nossa Senhora do Carmo 2019 Reserva Terroir Blend Red (Douro),$31 ,14.0,750,1,Portugal,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo,92.0,2019.0
2414,2414,Rangeland 2019 Mistletoe Red (Adelaida District),$35 ,15.0,750,1,Central Coast,"Red Blends, Red Blends",Rangeland,92.0,2019.0
2415,2415,Refugio Ranch 2017 Time for Time Syrah (Santa Ynez Valley),$95 ,14.0,750,1,Central Coast,Syrah,Refugio Ranch,92.0,2017.0
2416,2416,Round Pond 2021 Estate Sauvignon Blanc (Rutherford),$30 ,13.0,750,2,Napa,Sauvignon Blanc,Round Pond,92.0,2021.0
2417,2417,Shannon Ridge 2020 Buck Shack Sustainably Farmed Red (Lake County),$35 ,14.0,750,1,Lake County,"Red Blends, Red Blends",Shannon Ridge,92.0,2020.0
2418,2418,Smith & Hook 2020 Cabernet Sauvignon (Central Coast),$25 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Smith & Hook,92.0,2020.0
2419,2419,Trinitas 2017 Zinfandel (El Dorado),$32 ,15.0,750,1,Sierra Foothills,Zinfandel,Trinitas,92.0,2017.0
2420,2420,Valentín Bianchi 2019 IV Generación Selected Blocks Gran Corte Red (Los Chacayes),$55 ,15.0,750,1,Mendoza Province,Bordeaux-style Red Blend,Valentín Bianchi,92.0,2019.0
2422,2422,Allegrini 2018 Amarone  (Amarone della Valpolicella Classico),$99 ,16.0,750,1,Veneto,"Red Blends, Red Blends",Allegrini,92.0,2018.0
2423,2423,Anselmo Mendes 2020 Loureiro Private Loureiro (Vinho Verde),$36 ,12.0,750,2,Portugal,"Loureiro, Portuguese White",Anselmo Mendes,92.0,2020.0
2424,2424,Babcock 2020 Ocean's Ghost Pinot Noir (Sta. Rita Hills),$70 ,13.0,750,1,Central Coast,Pinot Noir,Babcock,92.0,2020.0
2427,2427,Brander 2021 Le Cul de Refugio White (Los Olivos District),$26 ,14.0,750,2,Central Coast,White Blend,Brander,92.0,2021.0
2428,2428,Calcareous 2019 Cabernet Sauvignon (Paso Robles),$60 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Calcareous,92.0,2019.0
2429,2429,Casa de Vilacetinho 2017 Grande Reserva Avesso (Vinho Verde),$40 ,14.0,750,2,Portugal,"Avesso, Portuguese White",Casa de Vilacetinho,92.0,2017.0
2431,2431,Château Coutet 2020  Saint-Émilion,$70 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Coutet,92.0,2020.0
2432,2432,Château Fourcas Dupré 2021  Bordeaux Blanc,$30 ,13.0,750,2,Bordeaux,Bordeaux-style White Blend,Château Fourcas Dupré,92.0,2021.0
2433,2433,Château Tour des Gendres 2019 Les Gendres Parcelle No. 298 Merlot (Côtes de Bergerac),$45 ,14.0,750,1,Southwest France,Merlot,Château Tour des Gendres,92.0,2019.0
2434,2434,Clos de Napa Cellars 2020 Cabernet Sauvignon (Stags Leap District),$75 ,15.0,750,1,Napa,Cabernet Sauvignon,Clos de Napa Cellars,92.0,2020.0
2435,2435,Quinta de Paços 2020 Casa do Capitão-Mor Reserva Macaração Alvarinho (Vinho Verde),$28 ,14.0,750,2,Portugal,"Alvarinho, Albariño",Quinta de Paços,92.0,2020.0
2436,2436,Quinta do Monte d'Oiro 2017 Reserva Red (Lisboa),$40 ,13.0,750,1,Portugal,Portuguese Red,Quinta do Monte d'Oiro,92.0,2017.0
2437,2437,Quinta do Monte d'Oiro 2019 Reserva Viognier (Lisboa),$40 ,13.0,750,2,Portugal,Viognier,Quinta do Monte d'Oiro,92.0,2019.0
2438,2438,San Simeon 2019 Petite Sirah (Paso Robles),$30 ,14.0,750,1,Central Coast,Petite Sirah,San Simeon,92.0,2019.0
2439,2439,Santi 2015 Proemio  (Amarone della Valpolicella Classico),$79 ,15.0,750,1,Veneto,"Red Blends, Red Blends",Santi,92.0,2015.0
2440,2440,SJ Montigny 2018 Kreuznacher Narrenkappe Auslese Riesling (Nahe),$25 ,8.0,750,2,Germany,Riesling,SJ Montigny,92.0,2018.0
2441,2441,Château Tournefeuille 2020  Lalande de Pomerol,$55 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Tournefeuille,92.0,2020.0
2442,2442,Brander 2021 Le Cul de Refugio White (Los Olivos District),$26 ,14.0,750,2,Central Coast,White Blend,Brander,92.0,2021.0
2443,2443,Calcareous 2019 Cabernet Sauvignon (Paso Robles),$60 ,14.0,750,1,Central Coast,Cabernet Sauvignon,Calcareous,92.0,2019.0
2444,2444,Casa de Vilacetinho 2017 Grande Reserva Avesso (Vinho Verde),$40 ,14.0,750,2,Portugal,"Avesso, Portuguese White",Casa de Vilacetinho,92.0,2017.0
2446,2446,Château Coutet 2020  Saint-Émilion,$70 ,14.0,750,1,Bordeaux,Bordeaux-style Red Blend,Château Coutet,92.0,2020.0
2447,2447,Château Fourcas Dupré 2021  Bordeaux Blanc,$30 ,13.0,750,2,Bordeaux,Bordeaux-style White Blend,Château Fourcas Dupré,92.0,2021.0
2448,2448,Château Tour des Gendres 2019 Les Gendres Parcelle No. 298 Merlot (Côtes de Bergerac),$45 ,14.0,750,1,Southwest France,Merlot,Château Tour des Gendres,92.0,2019.0
2449,2449,Clos de Napa Cellars 2020 Cabernet Sauvignon (Stags Leap District),$75 ,15.0,750,1,Napa,Cabernet Sauvignon,Clos de Napa Cellars,92.0,2020.0
2451,2451,Donnachadh 2020 Gamay (Sta. Rita Hills),$45 ,13.0,750,1,Central Coast,Gamay,Donnachadh,92.0,2020.0
2452,2452,Dunites 2021 Albariño,$29 ,13.0,750,2,California Other,Albariño,Dunites,92.0,2021.0
2453,2453,Epiphany 2020 Rodney's Vineyard Marsanne (Santa Barbara County),$28 ,12.0,750,2,Central Coast,Marsanne,Epiphany,92.0,2020.0
2454,2454,Herdade do Esporão 2021 Esporão Reserva White (Alentejo),$24 ,14.0,750,2,Portugal,Portuguese White,Herdade do Esporão,92.0,2021.0
2455,2455,Leeuwin Estate 2021 Art Series Riesling (Margaret River),$22 ,12.0,750,2,Western Australia,Riesling,Leeuwin Estate,92.0,2021.0
2456,2456,Leth 2020 Ried Fumberg Roter Veltliner (Wagram),$34 ,13.0,750,2,Austria,"Roter Veltliner, Other White",Leth,92.0,2020.0
2457,2457,Poças 2021 Fora da Série Acrobata White (Douro),$40 ,12.0,750,2,Portugal,Portuguese White,Poças,92.0,2021.0
